max_vec:
Permutation("cedabf", 1032.983885060057, 404.65891749136165)
Permutation("afebdc", 955.6031223969293, 384.2888506616966)
Permutation("dcbeaf", 955.6031223942965, 384.28885066119517)
Permutation("abcfde", 955.6017054032576, 384.28743860679015)
Permutation("bacfed", 955.6017053700488, 384.2874386065937)
Permutation("bcdaef", 952.2803955654917, 383.59714754584843)
Permutation("cbdafe", 952.2803955597066, 383.5971475454999)
Permutation("cbadfe", 952.271848265913, 383.59429581982084)
Permutation("bcadef", 952.2718482577277, 383.594295819712)
Permutation("bafced", 950.4050638518373, 382.1008721980501)
Permutation("abfcde", 950.4050638443032, 382.1008721984241)
Permutation("dcebaf", 950.3951527074995, 382.09817796086315)
Permutation("afbedc", 950.395152706592, 382.09817796093637)
Permutation("afebcd", 946.9807814205974, 380.2708600398143)
Permutation("abcfed", 946.9793656520603, 380.26955975136644)
Permutation("bcdafe", 943.8768952726058, 379.5592079109997)
Permutation("cbadef", 943.8684232036554, 379.55635153819543)
Permutation("bafcde", 941.6639224686389, 377.8546697093606)
Permutation("cdebaf", 941.6539092844035, 377.8520565131823)
Permutation("cebdaf", 904.982682622685, 254.79847809007148)
Permutation("cdaebf", 904.9826826091654, 254.7984780874358)
Permutation("bfcade", 904.9802091097107, 254.79760447240199)
Permutation("badfce", 904.9802090728219, 254.79760446657886)
Permutation("cadbef", 902.731806284078, 254.53866009073536)
Permutation("cbeadf", 902.7318062484617, 254.53866008531128)
Permutation("bdacfe", 902.724425592439, 254.5371919813544)
Permutation("bcfdae", 902.7244255564805, 254.53719197567207)
Permutation("acfbed", 899.340580159461, 253.4699374425899)
Permutation("abecfd", 899.3405801310346, 253.46993743665556)
Permutation("aebfcd", 899.3307365116725, 253.4681330090408)
Permutation("afcebd", 899.3307364858927, 253.4681330037603)
Permutation("becadf", 899.0842522448709, 304.44070333191337)
Permutation("cadfbe", 899.0842522166474, 304.44070332874014)
Permutation("cfbdae", 899.0821151268699, 304.44008081130704)
Permutation("bdaecf", 899.0821151066615, 304.4400808086306)
Permutation("dacebf", 896.6128372915975, 304.37906268013364)
Permutation("adfbec", 896.6128372835768, 304.3790626801565)
Permutation("adbfce", 896.6052995729782, 304.3781507139272)
Permutation("bfcead", 896.6052995314666, 304.37815070654165)
Permutation("dbeacf", 893.6673231761403, 303.8794349900942)
Permutation("aebdfc", 893.6673231740623, 303.8794349897803)
Permutation("beacfd", 893.6576817705759, 303.8785941506878)
Permutation("acfdbe", 893.6576817448987, 303.87859414727427)
Permutation("cdbeaf", 885.3672570778791, 371.8547715880044)
Permutation("bacfde", 885.3653506171385, 371.8534220129178)
Permutation("cbdaef", 882.9996487809564, 371.2020838616321)
Permutation("bcadfe", 882.9922314118593, 371.19932288459734)
Permutation("abfced", 879.9643590735087, 369.36203479471317)
Permutation("afbecd", 879.9547203425107, 369.35796079060384)
Permutation("dcaebf", 848.2022251491913, 261.7297096468339)
Permutation("afdbec", 848.2022251371906, 261.7297096447844)
Permutation("bfcaed", 848.199770805777, 261.72883828828975)
Permutation("abdfce", 848.1997707761441, 261.7288382827085)
Permutation("cadbfe", 846.220616765158, 261.60647020709905)
Permutation("bceadf", 846.2206167393178, 261.6064702023964)
Permutation("bdacef", 846.2138481506645, 261.6050734325143)
Permutation("cbfdae", 846.213848129706, 261.60507342883346)
Permutation("acfbde", 842.8221310771148, 260.88161869258255)
Permutation("baecfd", 842.8221310730875, 260.8816186907329)
Permutation("dbecaf", 842.8129350804757, 260.8804394192198)
Permutation("aebfdc", 842.8129350796539, 260.88043941922405)
Permutation("becafd", 836.6236567771848, 299.10320027565666)
Permutation("acdfbe", 836.6236567635244, 299.1032002705071)
Permutation("aedbfc", 836.6218545882098, 299.1022368710265)
Permutation("dbaecf", 836.6218545846148, 299.1022368704747)
Permutation("beacdf", 835.8242168935046, 298.49759151754375)
Permutation("cafdbe", 835.8242168682934, 298.497591514345)
Permutation("cfdbae", 835.8207878936895, 298.4987169706239)
Permutation("bdeacf", 835.8207878630637, 298.4987169658791)
Permutation("adbfec", 835.0736917596224, 299.25522611306326)
Permutation("daecbf", 835.0736917510876, 299.2552261126182)
Permutation("adfbce", 835.0681961306217, 299.25624786500293)
Permutation("bfecad", 835.0681960989332, 299.2562478585769)
Permutation("befcad", 775.3116158054678, 253.18827280370857)
Permutation("adfcbe", 775.3116157959819, 253.18827280236795)
Permutation("daebcf", 775.3051708091957, 253.18679415521208)
Permutation("adbefc", 775.3051708024427, 253.18679415507023)
Permutation("adcfbe", 774.6018719952523, 253.10836506409748)
Permutation("becfad", 774.6018719868919, 253.10836506244678)
Permutation("dabecf", 774.5917152116648, 253.1066035919232)
Permutation("adebfc", 774.5917152071554, 253.1066035922145)
Permutation("beadcf", 769.6334196586594, 251.39860031616755)
Permutation("cfadbe", 769.6334196512503, 251.3986003170441)
Permutation("cfdabe", 769.6276484232561, 251.39757552123328)
Permutation("bedacf", 769.62764841666, 251.39757552204256)
Permutation("adcfeb", 754.0225385923139, 298.30087165885857)
Permutation("dafcbe", 754.022538591857, 298.3008716578434)
Permutation("adebcf", 754.0195220630086, 298.2998400236601)
Permutation("cfebad", 754.0195220462545, 298.29984002376455)
Permutation("bedafc", 748.7736885269759, 297.37185475205456)
Permutation("ebadcf", 748.7736885257732, 297.37185475194417)
Permutation("dacfbe", 667.6516013832654, 287.86950604794225)
Permutation("adfceb", 667.651601377232, 287.8695060468322)
Permutation("adbecf", 667.6490552840976, 287.86836900955)
Permutation("cfbead", 667.6490552684545, 287.8683690090248)
Permutation("beadfc", 663.0882937211072, 287.02004138322144)
Permutation("ebdacf", 663.0882937198489, 287.02004138327726)
Permutation("dbfcae", 415.06557217858176, 174.823671665617)
Permutation("aecfdb", 415.06557217120394, 174.8236716661113)
Permutation("acebdf", 415.0651560817057, 174.82401862769441)
Permutation("caebfd", 415.0651560586638, 174.8240186290921)
Permutation("bfdaec", 412.9328509443956, 174.89784508501012)
Permutation("ecadbf", 412.93285093517716, 174.89784508587476)
Permutation("bdfcae", 387.59779286362914, 97.53090198581953)
Permutation("caebdf", 387.59306705029667, 97.53070733697922)
Permutation("aecfbd", 386.9156208968219, 97.39591926021207)
Permutation("acebfd", 386.9109566596153, 97.39529291418941)
Permutation("ceadbf", 384.9901878602876, 96.95205571863139)
Permutation("bfdace", 384.98502106178205, 96.95099708168513)
